name,position,team_games_played,time_played,successful_layoffs,open_play_passes,times_tackled,backward_passes,successful_passes_opposition_half,unsuccessful_launches,unsuccessful_long_passes,aerial_duels_lost,total_losses_of_possession,successful_passes_own_half,total_tackles,total_passes,substitute_off,successful_short_passes,goals_conceded_inside_box,total_unsuccessful_passes_excl_crosses_corners,unsuccessful_passes_opposition_half,starts,touches,appearances,ground_duels,forward_passes,index,duels_won,total_fouls_won,aerial_duels_won,duels,goals_conceded,games_played,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,aerial_duels,tackles_won,duels_lost,ground_duels_won,winning_goal,unsuccessful_crosses_open_play,substitute_on,putthrough_blocked_distribution_won,shots_off_target_inc_woodwork,unsuccessful_short_passes,penalty_goals_conceded,total_fouls_conceded,total_shots,key_passes_attempt_assists,putthrough_blocked_distribution,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_crosses_corners,hit_woodwork,tackles_lost,throw_ins_to_own_player,fifty_fifty,goals,corners_won,successful_crosses_corners,successful_dribbles,successful_corners_into_box,rightside_passes,blocked_shots,recoveries,successful_fifty_fifty,unsuccessful_passes_own_half,corners_taken_incl_short_corners,shots_on_target_inc_goals,attempts_from_set_pieces,successful_long_passes,total_clearances,left_foot_goals,foul_won_penalty,unsuccessful_corners_into_box,goals_from_inside_box,penalties_taken,penalty_goals,interceptions,offsides,right_foot_goals,goal_assists,successful_launches,throw_ins_to_opposition_player,foul_attempted_tackle,yellow_cards,blocks,successful_crosses_open_play,handballs_conceded,assists_intentional,clean_sheets,gk_successful_distribution,penalties_conceded,goals_conceded_outside_box,total_red_cards,red_cards_2nd_yellow,straight_red_cards,headed_goals,saves_made,punches,saves_made_from_outside_box,saves_made_parried,saves_made_from_inside_box,gk_unsuccessful_distribution,goals_from_outside_box,unsuccessful_layoffs,through_balls,second_goal_assists,goalkeeper_smother,catches,penalties_faced,penalties_saved,saves_from_penalty,set_pieces_goals,last_man_tackle,clearances_off_the_line,saves_made_caught,penalties_off_target,own_goal_scored,drops,crosses_not_claimed,other_goals
Raúl Rodríguez Navas,Defensa,8,79,0,28,0,2,4,1,6,2,12,14,3,30,1,15,2,12,10,1,41,1,6,16,6,3,0,0,8,2,1,3,7,18,18,2,2,5,3,0,0,0,0,0,6,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,4,1,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Luis García del Pozo,Centrocampista,9,174,0,50,2,5,29,0,0,7,23,12,5,51,3,39,3,10,11,3,84,4,20,13,22,14,3,4,31,3,4,10,19,40,41,11,1,17,10,0,3,1,1,1,10,0,6,1,1,3,1,0,3,0,4,0,2,0,0,0,2,0,14,0,9,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renan Augusto Lodi dos Santos,Defensa,7,283,0,156,6,28,70,2,3,3,53,69,9,157,0,128,1,21,32,3,254,4,33,43,62,23,6,3,39,1,4,13,8,135,136,6,4,16,20,0,11,1,2,3,18,0,5,3,0,7,12,3,16,0,5,20,13,0,5,3,5,1,78,0,26,5,5,2,0,0,8,2,0,0,1,0,0,0,6,1,0,1,2,3,5,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Renato Tapia,Centrocampista,9,733,0,325,10,39,128,8,21,14,91,136,23,336,5,241,12,72,44,9,472,9,91,121,35,66,19,17,122,13,9,42,90,253,264,31,11,56,49,0,1,0,7,2,51,3,20,2,1,12,4,3,1,0,12,1,17,0,0,0,7,0,86,2,60,8,29,0,0,0,23,17,0,0,0,0,0,0,15,0,0,0,1,0,13,3,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricard Sánchez,Defensa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricard Puig,Delantero,7,3,0,9,0,1,4,0,1,0,1,4,0,9,0,7,0,1,0,0,11,1,1,0,95,1,1,0,1,0,1,0,4,8,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Antonio Correa Silva,Defensa,9,341,0,112,1,13,36,7,11,4,68,33,5,112,1,64,4,43,34,4,208,4,16,70,23,23,3,11,31,4,4,4,19,69,69,15,1,8,12,0,7,0,2,1,32,0,2,1,0,5,1,1,7,0,4,31,7,0,0,0,4,0,10,0,18,5,16,0,0,0,5,12,0,0,0,0,0,0,4,0,0,0,2,11,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Suárez Pier,Defensa,8,90,0,47,0,2,15,4,5,2,7,27,0,49,0,39,4,7,5,1,56,1,1,25,15,3,0,3,6,4,1,1,11,40,42,5,0,3,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,11,0,9,0,2,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Jiménez,Portero,9,540,0,77,0,0,31,52,96,0,98,38,0,166,0,31,9,97,87,6,213,6,1,136,45,0,0,0,1,10,6,1,18,37,69,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,44,0,10,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,44,0,1,0,0,0,0,17,2,5,5,12,33,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Roberto López,Centrocampista,9,145,2,63,1,12,33,1,4,3,35,15,1,65,1,43,2,19,30,1,101,7,5,24,26,7,1,4,12,2,7,2,14,45,46,7,0,5,3,0,3,6,0,1,15,0,0,3,1,3,1,1,13,0,1,0,2,2,4,2,1,1,15,2,12,2,2,8,2,2,3,3,1,0,7,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roberto Navarro,Centrocampista,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Olabe,Centrocampista,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Soldado Rillo,Delantero,8,311,7,64,6,24,30,0,2,11,40,18,1,71,4,45,2,23,27,4,103,5,12,8,23,6,3,3,26,3,5,9,25,41,48,14,1,20,3,0,4,1,1,1,21,1,2,2,2,3,15,3,4,1,0,0,10,1,1,0,0,0,14,2,8,3,0,0,1,0,3,2,0,0,0,1,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Torres,Centrocampista,8,274,0,73,3,17,25,2,8,4,52,25,2,81,2,43,3,33,33,3,126,6,19,31,20,8,3,2,25,4,6,13,24,43,48,6,1,17,6,0,4,3,3,6,25,0,5,9,1,5,4,1,8,0,1,1,6,1,3,2,2,0,9,0,11,5,8,3,3,1,5,2,1,0,3,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Le Normand,Defensa,9,716,0,469,1,40,80,25,41,16,78,329,9,485,0,383,3,76,39,8,553,8,28,165,58,49,4,35,79,3,8,14,124,395,409,51,6,30,14,0,0,0,2,5,35,1,11,6,0,3,10,0,0,0,3,0,16,0,1,0,1,0,156,1,37,8,37,0,1,0,26,14,0,0,0,0,0,0,12,1,0,0,5,0,5,1,4,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Battaglia,Centrocampista,9,800,2,264,8,47,97,5,9,9,63,130,12,276,1,215,9,49,28,9,360,9,49,76,23,40,10,16,74,10,9,25,62,217,227,25,6,34,24,0,1,0,4,0,40,1,9,1,1,11,2,4,1,0,6,0,17,0,0,0,2,0,91,1,48,5,22,0,1,0,12,7,0,0,0,0,0,0,11,0,0,0,1,0,4,3,8,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Ely,Defensa,9,339,0,113,0,11,21,8,11,2,27,74,4,117,2,83,3,22,16,4,160,6,13,43,21,17,2,10,25,4,6,6,33,92,95,12,1,8,7,1,0,2,1,2,11,0,5,3,3,1,6,0,0,0,3,0,6,1,0,0,1,0,30,0,16,4,6,0,1,0,12,18,0,0,0,1,0,0,5,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Sánchez,Centrocampista,9,4,0,2,1,1,3,0,1,0,3,1,0,3,0,2,1,1,1,0,9,1,1,1,87,0,0,0,1,1,1,1,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrygo Silva de Goes,Delantero,8,155,1,58,6,17,33,0,2,3,37,11,2,58,1,44,1,14,17,1,109,5,25,11,50,16,6,1,29,1,5,10,17,44,44,4,0,13,15,0,4,4,1,1,12,0,2,2,3,3,16,3,4,0,2,1,11,0,3,0,7,0,13,1,12,4,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roger Martí,Delantero,8,302,1,62,3,24,35,2,3,8,40,11,3,68,1,42,6,24,19,3,110,6,18,5,83,12,4,2,28,6,6,8,16,38,44,10,1,16,10,1,2,3,0,1,21,0,5,5,2,5,18,0,2,0,2,0,16,2,5,2,3,0,23,1,5,9,7,0,4,0,2,2,0,0,0,2,2,1,0,2,2,1,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Araújo,Defensa,7,135,0,73,1,10,23,3,8,2,12,44,1,78,0,63,1,11,7,1,90,2,6,25,76,6,3,1,9,1,2,1,35,63,67,3,1,3,5,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,1,0,8,0,4,3,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roque Mesa,Centrocampista,9,30,0,14,0,2,6,0,2,2,3,5,0,14,0,11,1,3,3,0,16,1,2,1,13,0,0,0,4,1,1,2,6,11,11,2,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Alcaraz,Centrocampista,9,323,0,128,4,19,62,3,9,7,37,43,8,132,2,85,6,27,21,4,185,4,28,40,34,21,3,8,43,6,4,15,34,104,105,15,3,22,13,0,1,0,5,2,18,1,4,2,1,9,1,1,2,0,5,0,12,0,0,0,2,0,39,1,13,5,8,0,0,1,20,6,0,0,0,0,0,0,3,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Blanco,Portero,9,180,0,22,0,0,1,8,14,0,15,29,0,44,0,26,5,14,10,2,60,2,0,26,15,0,0,0,0,5,2,0,7,13,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rubén Duarte,Defensa,9,657,0,247,9,19,105,18,36,6,139,72,19,254,1,143,6,87,88,7,465,8,57,136,40,41,6,15,78,7,8,31,15,165,167,21,11,37,26,0,15,1,9,2,51,1,15,2,8,19,4,4,20,0,8,52,26,0,2,10,1,2,84,2,29,16,19,4,0,0,24,19,0,0,1,0,0,0,25,0,0,0,10,15,10,1,2,4,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén García,Delantero,8,682,4,197,9,31,99,5,15,18,123,38,9,210,3,115,7,78,81,8,320,8,56,73,41,46,13,17,91,8,8,27,73,120,132,35,7,45,29,1,6,0,4,4,63,2,9,7,6,10,7,4,21,0,2,0,23,2,1,5,7,2,33,1,33,13,18,14,3,1,17,1,2,0,10,2,1,1,7,1,0,1,0,0,4,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Martínez,Portero,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Peña,Delantero,9,81,0,51,2,7,25,1,4,1,18,18,2,54,1,43,1,11,10,1,81,2,11,19,33,7,2,0,12,1,2,4,26,40,43,1,0,5,7,0,3,1,1,0,7,0,1,0,0,2,1,1,3,0,2,8,0,0,1,0,3,0,2,0,8,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Rochina Naixes,Centrocampista,8,278,3,135,3,19,82,4,9,2,49,27,7,140,4,87,3,31,37,4,204,4,32,54,55,24,8,3,37,3,4,11,46,105,109,5,3,13,21,0,7,0,5,5,22,0,6,7,3,5,5,1,8,0,4,0,15,0,0,0,6,0,21,2,15,10,2,2,2,0,22,1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Sobrino,Delantero,9,12,0,7,1,0,4,0,0,1,4,0,1,7,0,4,0,3,2,0,11,3,4,2,57,1,0,0,5,0,3,3,5,4,4,1,1,4,1,0,0,3,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubén Yáñez,Portero,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rui Tiago Dantas da Silva,Portero,8,630,0,102,0,0,46,46,103,0,108,73,0,224,0,62,8,105,90,7,271,7,0,174,57,2,1,2,2,9,7,0,23,64,119,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,65,0,15,0,0,0,57,5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,3,51,0,1,0,0,0,0,18,1,7,6,11,31,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0
Rúben Miguel Nunes Vezo,Defensa,8,556,0,277,2,13,97,8,27,8,65,141,13,299,0,208,7,61,40,6,369,7,32,133,499,30,3,12,52,8,7,14,58,219,238,20,7,22,18,0,0,1,3,0,34,0,9,2,1,5,5,2,0,0,6,2,18,1,1,0,2,0,95,0,30,11,21,0,2,0,30,21,0,0,0,1,0,0,10,0,0,0,2,0,1,3,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Saidy Janko,Defensa,9,80,0,23,2,2,9,1,1,1,12,11,1,23,1,18,1,4,4,1,47,1,4,7,20,2,0,0,5,1,1,2,12,19,19,1,1,3,2,0,2,0,0,0,3,0,0,0,2,0,1,0,2,0,0,10,2,0,0,1,1,0,2,0,4,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvador Sánchez Ponce,Centrocampista,9,677,1,132,15,33,69,6,12,10,123,32,5,136,6,88,7,44,64,8,302,9,47,49,46,30,12,8,65,7,9,25,48,88,92,18,4,35,22,0,30,1,5,5,32,0,5,9,8,16,13,7,35,0,1,16,13,2,7,9,5,2,6,1,27,4,15,6,4,0,4,6,0,0,4,2,0,0,8,1,2,0,1,7,4,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Pérez,Portero,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Chukwueze,Centrocampista,9,430,7,173,17,47,104,0,2,4,78,36,6,174,4,137,6,35,28,5,272,8,52,32,39,30,12,3,59,7,8,25,81,138,139,7,2,29,27,1,5,3,2,5,33,1,3,6,9,4,23,10,5,0,4,2,12,1,3,1,9,0,14,2,20,8,12,0,1,0,2,2,1,0,0,1,0,0,3,5,0,1,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandro Ramírez,Delantero,9,202,0,50,3,12,26,0,2,5,26,15,1,54,2,38,4,13,14,2,91,4,23,12,79,18,14,1,29,4,4,6,16,37,41,6,1,11,17,0,3,2,0,0,11,1,3,2,0,2,6,1,3,0,0,1,10,1,1,0,2,0,14,0,6,7,2,0,2,0,3,0,1,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Mina Lorenzo,Delantero,9,329,5,79,8,29,41,0,0,9,43,24,6,85,3,63,6,20,21,3,140,8,34,22,100,24,5,11,54,6,8,21,16,59,65,20,0,30,13,0,2,5,3,2,20,2,9,5,1,6,9,3,2,0,6,2,13,1,4,0,2,0,18,0,10,9,1,0,3,0,2,1,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Ramos Mingo,Defensa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saturday Erimuya,Defensa,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saúl Ñíguez,Centrocampista,7,345,1,211,4,37,108,1,3,13,45,80,5,215,1,186,1,27,26,4,270,4,25,54,49,22,4,10,48,1,4,13,46,184,188,23,3,26,12,0,5,0,3,2,24,0,6,4,3,4,11,0,5,0,2,1,8,0,1,0,3,0,78,1,19,3,6,0,2,0,2,2,0,0,0,0,1,0,5,1,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergi Enrich,Delantero,9,182,1,55,7,15,30,0,0,16,32,9,2,57,1,36,0,18,17,1,86,5,17,10,17,18,2,13,46,0,5,12,14,37,39,29,2,28,5,0,0,4,1,2,18,0,4,2,1,1,9,2,0,0,0,0,3,0,0,0,1,0,18,0,8,2,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergi García,Centrocampista,9,16,0,5,0,1,1,0,0,0,4,1,1,5,0,2,0,3,3,0,9,2,2,1,1,1,0,0,2,0,2,1,2,2,2,0,1,1,1,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Guardiola Navarro,Delantero,9,605,4,139,23,41,78,1,3,26,97,26,2,148,2,98,8,45,43,7,259,8,71,27,33,38,12,15,112,10,8,48,52,94,103,41,2,74,23,0,8,1,1,3,42,3,16,9,2,11,21,7,8,0,0,0,18,1,4,1,9,0,28,4,19,4,10,0,6,1,5,5,1,0,0,1,2,1,1,6,0,1,0,0,7,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergi Gómez,Defensa,7,190,0,144,0,9,17,0,4,8,9,121,2,147,3,135,3,9,6,3,171,3,2,37,66,9,0,7,17,3,3,0,67,136,138,15,2,8,2,0,0,0,1,0,5,0,0,0,1,2,1,0,0,0,0,0,7,0,0,0,0,0,34,0,3,4,3,0,0,0,3,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergi Roberto,Defensa,7,537,0,394,4,74,222,4,6,2,51,143,5,400,1,354,5,38,27,6,505,6,24,115,79,18,6,5,31,5,6,11,173,356,362,7,4,13,13,0,4,0,1,1,32,1,3,2,7,8,15,1,4,0,1,37,13,1,8,3,4,0,38,1,35,6,15,0,1,0,8,10,0,0,0,1,0,0,5,1,1,2,1,2,2,1,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Arribas Calvo,Centrocampista,8,1,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,3,1,1,2,100,1,1,0,1,0,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio Asenjo,Portero,9,810,0,166,0,0,29,28,69,0,73,173,0,273,0,139,7,71,51,9,366,9,1,148,58,2,0,2,3,9,9,1,53,129,202,2,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,78,0,20,0,0,0,63,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,109,0,2,0,0,0,0,19,5,4,6,15,21,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0
